,sentiment,Text,Tokens,Text Length,Word Count,vander_positive,vander_negative,vsentiment,afn_score,afn_sentiment
1048,0,cute product place sprinkles bright colors candy coating look great chocolate center keeps overly sweet price roughly double michael marshall stock stuff like plus product amazon http amazon products rainbow candy coated home garden comes prime shipping,"['cute', 'product', 'place', 'sprinkles', 'bright', 'colors', 'candy', 'coating', 'look', 'great', 'chocolate', 'center', 'keeps', 'overly', 'sweet', 'price', 'roughly', 'double', 'michael', 'marshall', 'stock', 'stuff', 'like', 'plus', 'product', 'amazon', 'http', 'amazon', 'products', 'rainbow', 'candy', 'coated', 'home', 'garden', 'comes', 'prime', 'shipping']",253,37,38.7,0.0,Very Positive,10.0,very Positive
1049,0,tossed trying texture taste expectations kind mushy pasty pricy boot,"['tossed', 'trying', 'texture', 'taste', 'expectations', 'kind', 'mushy', 'pasty', 'pricy', 'boot']",68,10,27.400000000000002,0.0,Very Positive,2.0,Positive
1050,1,actually gave local baker daughters cupcakes looked great showed perfectly white chocolate icing great shape,"['actually', 'gave', 'local', 'baker', 'daughters', 'cupcakes', 'looked', 'great', 'showed', 'perfectly', 'white', 'chocolate', 'icing', 'great', 'shape']",108,15,50.8,0.0,Very Positive,9.0,very Positive
1051,1,time used coconut manila coco factory pleased taste smell overall incredible quality recommend family friends glad tried using coconut years changed life health ranks high book liked ordering product amazon make fast easy painless thank having product site amazon,"['time', 'used', 'coconut', 'manila', 'coco', 'factory', 'pleased', 'taste', 'smell', 'overall', 'incredible', 'quality', 'recommend', 'family', 'friends', 'glad', 'tried', 'using', 'coconut', 'years', 'changed', 'life', 'health', 'ranks', 'high', 'book', 'liked', 'ordering', 'product', 'amazon', 'make', 'fast', 'easy', 'painless', 'thank', 'product', 'site', 'amazon']",263,39,46.9,0.0,Very Positive,15.0,very Positive
1052,0,claim product unadulterated make think sweet going best coconut says unadulterated checked website know want cold pressed oils cold pressed means processed major machinery subjected high heats goes usually does kill good minerals vitamins site posts information extraction process today states manila coco extraction method proprietary state mechanical expeller manila virginflo thermo stable hold lowest moisture possible avoid rancidity shelf life consistent years normal conditions oils stage press induced chemical solvents bleaching deodorizing hydrogenation fermentation enzymes natural light sweet coconut aroma taste method sustains unique character subjected high degrees celsius heat temperatures mechanical expeller form extraction sustains unique character blah blah blah subjected high heat temperatures personal opinion unadulterated information products amazon make sound steering clear products sorry review offends going good money know different brands sticking looking larger quantities looked product sticking nutiva coconut cold pressed soon coconuts open information direct website makes nutiva virgin coconut special magic lies processed hours coconuts chopped meat cold pressed unlike varieties coconut left hours pressing nutiva approach preserves natural color flavor aroma giving best results care processed going healthier average grocery store vegetable canola oils want read scary things look dark information processed yuck talk horrifying thank time used organic kind fruitcake think special anybody people learned past year half dealing allergies intollerances expensive just making feel special afford urge everybody talk people organic foods life healthier life deserve live healthier live healthier costs long term saving money healthier means doctor visits expensive nasty harmful medications,"['claim', 'product', 'unadulterated', 'make', 'think', 'sweet', 'going', 'best', 'coconut', 'says', 'unadulterated', 'checked', 'website', 'know', 'want', 'cold', 'pressed', 'oils', 'cold', 'pressed', 'means', 'processed', 'major', 'machinery', 'subjected', 'high', 'heats', 'goes', 'usually', 'kill', 'good', 'minerals', 'vitamins', 'site', 'posts', 'information', 'extraction', 'process', 'today', 'states', 'manila', 'coco', 'extraction', 'method', 'proprietary', 'state', 'mechanical', 'expeller', 'manila', 'virginflo', 'thermo', 'stable', 'hold', 'lowest', 'moisture', 'possible', 'avoid', 'rancidity', 'shelf', 'life', 'consistent', 'years', 'normal', 'conditions', 'oils', 'stage', 'press', 'induced', 'chemical', 'solvents', 'bleaching', 'deodorizing', 'hydrogenation', 'fermentation', 'enzymes', 'natural', 'light', 'sweet', 'coconut', 'aroma', 'taste', 'method', 'sustains', 'unique', 'character', 'subjected', 'high', 'degrees', 'celsius', 'heat', 'temperatures', 'mechanical', 'expeller', 'form', 'extraction', 'sustains', 'unique', 'character', 'blah', 'blah', 'blah', 'subjected', 'high', 'heat', 'temperatures', 'personal', 'opinion', 'unadulterated', 'information', 'products', 'amazon', 'make', 'sound', 'steering', 'clear', 'products', 'sorry', 'review', 'offends', 'going', 'good', 'money', 'know', 'different', 'brands', 'sticking', 'looking', 'larger', 'quantities', 'looked', 'product', 'sticking', 'nutiva', 'coconut', 'cold', 'pressed', 'soon', 'coconuts', 'open', 'information', 'direct', 'website', 'makes', 'nutiva', 'virgin', 'coconut', 'special', 'magic', 'lies', 'processed', 'hours', 'coconuts', 'chopped', 'meat', 'cold', 'pressed', 'unlike', 'varieties', 'coconut', 'left', 'hours', 'pressing', 'nutiva', 'approach', 'preserves', 'natural', 'color', 'flavor', 'aroma', 'giving', 'best', 'results', 'care', 'processed', 'going', 'healthier', 'average', 'grocery', 'store', 'vegetable', 'canola', 'oils', 'want', 'read', 'scary', 'things', 'look', 'dark', 'information', 'processed', 'yuck', 'talk', 'horrifying', 'thank', 'time', 'used', 'organic', 'kind', 'fruitcake', 'think', 'special', 'anybody', 'people', 'learned', 'past', 'year', 'half', 'dealing', 'allergies', 'intollerances', 'expensive', 'making', 'feel', 'special', 'afford', 'urge', 'everybody', 'talk', 'people', 'organic', 'foods', 'life', 'healthier', 'life', 'deserve', 'live', 'healthier', 'live', 'healthier', 'costs', 'long', 'term', 'saving', 'money', 'healthier', 'means', 'doctor', 'visits', 'expensive', 'nasty', 'harmful', 'medications']",1829,244,18.0,11.600000000000001,Very Positive,8.0,very Positive
1053,1,ordered white christmas christmas christmas morning blends year holidays fell love christmas smoothest bunch wonderful flavor iced teas year round honestly tried stash teas sent licorice lemon flavors father called gotten neighbor wanted wife tried addicted visit stashtea website lots related bits baubles make perfect hostess gifts holidays plate cookies,"['ordered', 'white', 'christmas', 'christmas', 'christmas', 'morning', 'blends', 'year', 'holidays', 'fell', 'love', 'christmas', 'smoothest', 'bunch', 'wonderful', 'flavor', 'iced', 'teas', 'year', 'round', 'honestly', 'tried', 'stash', 'teas', 'sent', 'licorice', 'lemon', 'flavors', 'father', 'called', 'gotten', 'neighbor', 'wanted', 'wife', 'tried', 'addicted', 'visit', 'stashtea', 'website', 'lots', 'related', 'bits', 'baubles', 'make', 'perfect', 'hostess', 'gifts', 'holidays', 'plate', 'cookies']",356,50,34.8,0.0,Very Positive,10.0,very Positive
1054,1,favorite drink year round tired like good time strong nicely flavorful good balance minty spicy herbal,"['favorite', 'drink', 'year', 'round', 'tired', 'like', 'good', 'time', 'strong', 'nicely', 'flavorful', 'good', 'balance', 'minty', 'spicy', 'herbal']",102,16,59.5,9.9,Very Positive,10.0,very Positive
1055,1,christmas does actually contain just christmas frazzled does releave stress christmas good time know doesn like given gifts especially nice winter mint teas little brisk produce level cozy comfort christmas soothing combination spices mint comforting warm milk calories,"['christmas', 'actually', 'contain', 'christmas', 'frazzled', 'releave', 'stress', 'christmas', 'good', 'time', 'know', 'like', 'given', 'gifts', 'especially', 'nice', 'winter', 'mint', 'teas', 'little', 'brisk', 'produce', 'level', 'cozy', 'comfort', 'christmas', 'soothing', 'combination', 'spices', 'mint', 'comforting', 'warm', 'milk', 'calories']",269,38,40.0,5.5,Very Positive,17.0,very Positive
1056,1,riba foods based houston texas makes awesome black bean pretty natural lard regular refried bean sure dallas hard maybe riba good flavors make traditional layer instead refried beans thinking creating breakfast quesadilla verde sauce spicy good,"['riba', 'foods', 'based', 'houston', 'texas', 'makes', 'awesome', 'black', 'bean', 'pretty', 'natural', 'lard', 'regular', 'refried', 'bean', 'sure', 'dallas', 'hard', 'maybe', 'riba', 'good', 'flavors', 'make', 'traditional', 'layer', 'instead', 'refried', 'beans', 'thinking', 'creating', 'breakfast', 'quesadilla', 'verde', 'sauce', 'spicy', 'good']",244,36,40.6,2.8000000000000003,Very Positive,11.0,very Positive
1057,0,expecting receive starburst received half skittles want need needed starburst time just store,"['expecting', 'receive', 'starburst', 'received', 'half', 'skittles', 'want', 'need', 'needed', 'starburst', 'time', 'store']",93,13,9.8,0.0,Very Positive,1.0,Positive
1058,0,good walker shortbread cookies favorite love bought highlanders cookies came individually wrapped cookies star review unfortunately amazon shipped size container came walkers cookie company shipment cookies reduced crumbs contacted amazon problem receiving response bought shipped sold amazon purchasing cookies amazon,"['good', 'walker', 'shortbread', 'cookies', 'favorite', 'love', 'bought', 'highlanders', 'cookies', 'came', 'individually', 'wrapped', 'cookies', 'star', 'review', 'unfortunately', 'amazon', 'shipped', 'size', 'container', 'came', 'walkers', 'cookie', 'company', 'shipment', 'cookies', 'reduced', 'crumbs', 'contacted', 'amazon', 'problem', 'receiving', 'response', 'bought', 'shipped', 'sold', 'amazon', 'purchasing', 'cookies', 'amazon']",318,40,31.900000000000002,9.6,Very Positive,6.0,very Positive
1059,1,href http amazon product gcvlxg walkers shortbread highlander shortbread portion pack ounce units pack family loves great snack carry wonderful surprise lunchbag flavor rich pure forgot wonderful shortbread cookies price nice amazon love place,"['href', 'http', 'amazon', 'product', 'gcvlxg', 'walkers', 'shortbread', 'highlander', 'shortbread', 'portion', 'pack', 'ounce', 'units', 'pack', 'family', 'loves', 'great', 'snack', 'carry', 'wonderful', 'surprise', 'lunchbag', 'flavor', 'rich', 'pure', 'forgot', 'wonderful', 'shortbread', 'cookies', 'price', 'nice', 'amazon', 'love', 'place']",243,34,56.599999999999994,0.0,Very Positive,22.0,very Positive
1060,1,walker highlanders favorite purchased cookie great packaged biscuits keeps fresh longer limits snacking,"['walker', 'highlanders', 'favorite', 'purchased', 'cookie', 'great', 'packaged', 'biscuits', 'keeps', 'fresh', 'longer', 'limits', 'snacking']",103,13,48.5,0.0,Very Positive,5.0,very Positive
1061,1,like shortbread really like walkers makes best shortbread href http amazon product gcvlxg walkers shortbread highlander shortbread portion pack ounce units pack,"['like', 'shortbread', 'really', 'like', 'walkers', 'makes', 'best', 'shortbread', 'href', 'http', 'amazon', 'product', 'gcvlxg', 'walkers', 'shortbread', 'highlander', 'shortbread', 'portion', 'pack', 'ounce', 'units', 'pack']",160,22,38.3,0.0,Very Positive,7.0,very Positive
1062,0,cookies tiny broken pieces useless complaint second mailing arrived weeks later cookies crumbs cookies packed pitiful single bubble gave feedback expected effort improve packing packaging useless cookies having enjoyed highlanders past disappointment waste money,"['cookies', 'tiny', 'broken', 'pieces', 'useless', 'complaint', 'second', 'mailing', 'arrived', 'weeks', 'later', 'cookies', 'crumbs', 'cookies', 'packed', 'pitiful', 'single', 'bubble', 'gave', 'feedback', 'expected', 'effort', 'improve', 'packing', 'packaging', 'useless', 'cookies', 'enjoyed', 'highlanders', 'past', 'disappointment', 'waste', 'money']",262,34,12.1,39.300000000000004,very Negative,-6.0,very Negative
1063,1,couldn line worth wait trully great tasting cookies,"['line', 'worth', 'wait', 'trully', 'great', 'tasting', 'cookies']",51,8,50.0,0.0,Very Positive,5.0,very Positive
1064,1,cubes expensive fact gave stars expense regardless sugar cubes favorite sugar product tried brown sugar cane sugar product amazon grocery store compare rich sweet unique flavor brown sugar cubes perruche tried brown sugar products believe difference terroir ground land sugar grown perruche sugar cubes african grown sugar specifically sugar grown swaziland congo cubes denser sugar cubes know scientific perspective accomplished cubes regularly sized large irregularly shaped heavier sturdier cubes producers flavor rich distinct molasses flavor brown sugar cubes somewhat darker wish flavor better months able somewhat affordable supply product sold free shipping amazon prime just purchased boxes better deal date review months recommended,"['cubes', 'expensive', 'fact', 'gave', 'stars', 'expense', 'regardless', 'sugar', 'cubes', 'favorite', 'sugar', 'product', 'tried', 'brown', 'sugar', 'cane', 'sugar', 'product', 'amazon', 'grocery', 'store', 'compare', 'rich', 'sweet', 'unique', 'flavor', 'brown', 'sugar', 'cubes', 'perruche', 'tried', 'brown', 'sugar', 'products', 'believe', 'difference', 'terroir', 'ground', 'land', 'sugar', 'grown', 'perruche', 'sugar', 'cubes', 'african', 'grown', 'sugar', 'specifically', 'sugar', 'grown', 'swaziland', 'congo', 'cubes', 'denser', 'sugar', 'cubes', 'know', 'scientific', 'perspective', 'accomplished', 'cubes', 'regularly', 'sized', 'large', 'irregularly', 'shaped', 'heavier', 'sturdier', 'cubes', 'producers', 'flavor', 'rich', 'distinct', 'molasses', 'flavor', 'brown', 'sugar', 'cubes', 'somewhat', 'darker', 'wish', 'flavor', 'better', 'months', 'able', 'somewhat', 'affordable', 'supply', 'product', 'sold', 'free', 'shipping', 'amazon', 'prime', 'purchased', 'boxes', 'better', 'deal', 'date', 'review', 'months', 'recommended']",742,103,26.5,0.0,Very Positive,20.0,very Positive
1065,1,love sugar cubes office aren grandmother sugar cube rugged appearance sugar cubes considered rugged combine white sugar cubes perruche,"['love', 'sugar', 'cubes', 'office', 'grandmother', 'sugar', 'cube', 'rugged', 'appearance', 'sugar', 'cubes', 'considered', 'rugged', 'combine', 'white', 'sugar', 'cubes', 'perruche']",134,19,18.9,0.0,Very Positive,3.0,very Positive
1066,0,love espressos sugar cube sweet refined sugars rich flavor,"['love', 'espressos', 'sugar', 'cube', 'sweet', 'refined', 'sugars', 'rich', 'flavor']",58,9,64.3,0.0,Very Positive,8.0,very Positive
1067,0,good idea sugar type cubes cost granulated sugar,"['good', 'idea', 'sugar', 'type', 'cubes', 'cost', 'granulated', 'sugar']",48,8,29.299999999999997,0.0,Very Positive,3.0,very Positive
